response,id,name,gender,race,height,weight,eye-color,hair-color,full_name,alter_egos,aliases,place_of_birth,first_appearance,publisher,alignment,group-affiliation,relatives,intelligence,strength,speed,durability,power,combat,occupation,base
success,17,Alfred Pennyworth,Male,Human,178 cm,72 kg,Blue,Black,Alfred Thaddeus Crane Pennyworth,No alter egos found.,Alfred Beagle,-,"Batman #16 (April, 1943)",DC Comics,good,"Batman Family, Outsiders","Jarvis Pennyworth (father, deceased), Wilfred Pennyworth (older brother), Daphne Pennyworth (niece); Bruce Wayne (Batman, legal ward)",63,10,17,10,7,55,"Butler; Caretaker, former Actor; Field Medic; Government Agent",Wayne Manor; Batcave; Gotham City
success,18,Alien,Male,Xenomorph XX121,8'0,375 lb,-,No Hair,Xenomorph,No alter egos found.,-,Your chest :),Alien (1979),Dark Horse Comics,bad,-,Alien Queen (mother),50,28,42,90,57,60,-,-
success,18,Alien,Male,Xenomorph XX121,244 cm,169 kg,-,No Hair,Xenomorph,No alter egos found.,-,Your chest :),Alien (1979),Dark Horse Comics,bad,-,Alien Queen (mother),50,28,42,90,57,60,-,-
success,19,Allan Quatermain,Male,null,-,- lb,-,-,,No alter egos found.,-,-,(original version) King Solomon's Mines; (this version) League of Extraordinary Gentlemen #1 (America's Best Comics),Wildstorm,good,League of Extraordinary Gentlemen,-,null,null,null,null,null,null,(former) hunter; (current) agent of the British government,"The Secret Wing of the British Museum, London"
success,19,Allan Quatermain,Male,null,0 cm,0 kg,-,-,,No alter egos found.,-,-,(original version) King Solomon's Mines; (this version) League of Extraordinary Gentlemen #1 (America's Best Comics),Wildstorm,good,League of Extraordinary Gentlemen,-,null,null,null,null,null,null,(former) hunter; (current) agent of the British government,"The Secret Wing of the British Museum, London"
success,20,Amazo,Male,Android,8'5,385 lb,Red,-,,No alter egos found.,Professor Ivos Amazing Android,-,"Brave and the Bold #30 (July, 1960)",DC Comics,bad,Formerly the Secret Society of Super Villains,"Professor Ivo (creator), Kid Amazo (cyborg offspring)",63,100,83,100,100,100,-,-
success,20,Amazo,Male,Android,8'5,385 lb,Red,-,,No alter egos found.,Timazo,-,"Brave and the Bold #30 (July, 1960)",DC Comics,bad,Formerly the Secret Society of Super Villains,"Professor Ivo (creator), Kid Amazo (cyborg offspring)",63,100,83,100,100,100,-,-
success,20,Amazo,Male,Android,8'5,385 lb,Red,-,,No alter egos found.,Humazo,-,"Brave and the Bold #30 (July, 1960)",DC Comics,bad,Formerly the Secret Society of Super Villains,"Professor Ivo (creator), Kid Amazo (cyborg offspring)",63,100,83,100,100,100,-,-
success,20,Amazo,Male,Android,8'5,385 lb,Red,-,,No alter egos found.,Hourmazo,-,"Brave and the Bold #30 (July, 1960)",DC Comics,bad,Formerly the Secret Society of Super Villains,"Professor Ivo (creator), Kid Amazo (cyborg offspring)",63,100,83,100,100,100,-,-
success,20,Amazo,Male,Android,257 cm,173 kg,Red,-,,No alter egos found.,Professor Ivos Amazing Android,-,"Brave and the Bold #30 (July, 1960)",DC Comics,bad,Formerly the Secret Society of Super Villains,"Professor Ivo (creator), Kid Amazo (cyborg offspring)",63,100,83,100,100,100,-,-
success,20,Amazo,Male,Android,257 cm,173 kg,Red,-,,No alter egos found.,Timazo,-,"Brave and the Bold #30 (July, 1960)",DC Comics,bad,Formerly the Secret Society of Super Villains,"Professor Ivo (creator), Kid Amazo (cyborg offspring)",63,100,83,100,100,100,-,-
success,20,Amazo,Male,Android,257 cm,173 kg,Red,-,,No alter egos found.,Humazo,-,"Brave and the Bold #30 (July, 1960)",DC Comics,bad,Formerly the Secret Society of Super Villains,"Professor Ivo (creator), Kid Amazo (cyborg offspring)",63,100,83,100,100,100,-,-
success,20,Amazo,Male,Android,257 cm,173 kg,Red,-,,No alter egos found.,Hourmazo,-,"Brave and the Bold #30 (July, 1960)",DC Comics,bad,Formerly the Secret Society of Super Villains,"Professor Ivo (creator), Kid Amazo (cyborg offspring)",63,100,83,100,100,100,-,-
success,21,Ammo,Male,Human,6'2,225 lb,Brown,Black,,No alter egos found.,-,-,"Daredevil #252 (March, 1988)",Marvel Comics,bad,former leader of the Wildboys,-,null,null,null,null,null,null,"Gang leader , criminal , former soldier",New York City
success,21,Ammo,Male,Human,188 cm,101 kg,Brown,Black,,No alter egos found.,-,-,"Daredevil #252 (March, 1988)",Marvel Comics,bad,former leader of the Wildboys,-,null,null,null,null,null,null,"Gang leader , criminal , former soldier",New York City
success,22,Ando Masahashi,Male,null,-,- lb,-,-,Ando Masahashi,No alter egos found.,Huggerz69,-,-,NBC - Heroes,good,-,-,null,null,null,null,null,null,Yamagato Industries computer programmer,-
success,22,Ando Masahashi,Male,null,-,- lb,-,-,Ando Masahashi,No alter egos found.,Sidekick,-,-,NBC - Heroes,good,-,-,null,null,null,null,null,null,Yamagato Industries computer programmer,-
success,22,Ando Masahashi,Male,null,0 cm,0 kg,-,-,Ando Masahashi,No alter egos found.,Huggerz69,-,-,NBC - Heroes,good,-,-,null,null,null,null,null,null,Yamagato Industries computer programmer,-
success,22,Ando Masahashi,Male,null,0 cm,0 kg,-,-,Ando Masahashi,No alter egos found.,Sidekick,-,-,NBC - Heroes,good,-,-,null,null,null,null,null,null,Yamagato Industries computer programmer,-
success,23,Angel,Male,Vampire,-,- lb,-,-,Liam,No alter egos found.,Angelus,-,-,Dark Horse Comics,good,-,"Kathy (sister), Connor (son), Twilight (""child"")",75,30,58,90,100,75,-,-
success,23,Angel,Male,Vampire,-,- lb,-,-,Liam,No alter egos found.,Twilight,-,-,Dark Horse Comics,good,-,"Kathy (sister), Connor (son), Twilight (""child"")",75,30,58,90,100,75,-,-
success,23,Angel,Male,Vampire,0 cm,0 kg,-,-,Liam,No alter egos found.,Angelus,-,-,Dark Horse Comics,good,-,"Kathy (sister), Connor (son), Twilight (""child"")",75,30,58,90,100,75,-,-
success,23,Angel,Male,Vampire,0 cm,0 kg,-,-,Liam,No alter egos found.,Twilight,-,-,Dark Horse Comics,good,-,"Kathy (sister), Connor (son), Twilight (""child"")",75,30,58,90,100,75,-,-
success,24,Angel,Male,null,6'0,150 lb,Blue,Blond,Warren Kenneth Worthington III,Archangel,Formerly Death,"Centerport, Long Island, New York",X-Men #54-56 (1969),Archangel,good,"X-Men, Mutantes Sans Fronti�res, Hellfire Club; formerly Secret Defenders, X-Factor/X-Terminators, Horsemen of Apocalypse, Defenders, Death's champions, Champions of Los Angeles","Warren Kenneth Worthington Sr. (grandfather, deceased), Warren Kenneth Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burtram ""Burt"" Worthington (Dazzler, paternal uncle), unnamed cousin",63,13,46,64,28,42,"Adventurer, chairman & principal stockholder of Worthington Industries, former terrorist",-
success,24,Angel,Male,null,6'0,150 lb,Blue,Blond,Warren Kenneth Worthington III,Archangel,Dark Angel,"Centerport, Long Island, New York",X-Men #54-56 (1969),Archangel,good,"X-Men, Mutantes Sans Fronti�res, Hellfire Club; formerly Secret Defenders, X-Factor/X-Terminators, Horsemen of Apocalypse, Defenders, Death's champions, Champions of Los Angeles","Warren Kenneth Worthington Sr. (grandfather, deceased), Warren Kenneth Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burtram ""Burt"" Worthington (Dazzler, paternal uncle), unnamed cousin",63,13,46,64,28,42,"Adventurer, chairman & principal stockholder of Worthington Industries, former terrorist",-
success,24,Angel,Male,null,6'0,150 lb,Blue,Blond,Warren Kenneth Worthington III,Archangel,Angel,"Centerport, Long Island, New York",X-Men #54-56 (1969),Archangel,good,"X-Men, Mutantes Sans Fronti�res, Hellfire Club; formerly Secret Defenders, X-Factor/X-Terminators, Horsemen of Apocalypse, Defenders, Death's champions, Champions of Los Angeles","Warren Kenneth Worthington Sr. (grandfather, deceased), Warren Kenneth Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burtram ""Burt"" Worthington (Dazzler, paternal uncle), unnamed cousin",63,13,46,64,28,42,"Adventurer, chairman & principal stockholder of Worthington Industries, former terrorist",-
success,24,Angel,Male,null,6'0,150 lb,Blue,Blond,Warren Kenneth Worthington III,Archangel,Avenging Angel,"Centerport, Long Island, New York",X-Men #54-56 (1969),Archangel,good,"X-Men, Mutantes Sans Fronti�res, Hellfire Club; formerly Secret Defenders, X-Factor/X-Terminators, Horsemen of Apocalypse, Defenders, Death's champions, Champions of Los Angeles","Warren Kenneth Worthington Sr. (grandfather, deceased), Warren Kenneth Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burtram ""Burt"" Worthington (Dazzler, paternal uncle), unnamed cousin",63,13,46,64,28,42,"Adventurer, chairman & principal stockholder of Worthington Industries, former terrorist",-
success,24,Angel,Male,null,6'0,150 lb,Blue,Blond,Warren Kenneth Worthington III,Archangel,Archangel,"Centerport, Long Island, New York",X-Men #54-56 (1969),Archangel,good,"X-Men, Mutantes Sans Fronti�res, Hellfire Club; formerly Secret Defenders, X-Factor/X-Terminators, Horsemen of Apocalypse, Defenders, Death's champions, Champions of Los Angeles","Warren Kenneth Worthington Sr. (grandfather, deceased), Warren Kenneth Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burtram ""Burt"" Worthington (Dazzler, paternal uncle), unnamed cousin",63,13,46,64,28,42,"Adventurer, chairman & principal stockholder of Worthington Industries, former terrorist",-
success,24,Angel,Male,null,183 cm,68 kg,Blue,Blond,Warren Kenneth Worthington III,Archangel,Formerly Death,"Centerport, Long Island, New York",X-Men #54-56 (1969),Archangel,good,"X-Men, Mutantes Sans Fronti�res, Hellfire Club; formerly Secret Defenders, X-Factor/X-Terminators, Horsemen of Apocalypse, Defenders, Death's champions, Champions of Los Angeles","Warren Kenneth Worthington Sr. (grandfather, deceased), Warren Kenneth Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burtram ""Burt"" Worthington (Dazzler, paternal uncle), unnamed cousin",63,13,46,64,28,42,"Adventurer, chairman & principal stockholder of Worthington Industries, former terrorist",-
success,24,Angel,Male,null,183 cm,68 kg,Blue,Blond,Warren Kenneth Worthington III,Archangel,Dark Angel,"Centerport, Long Island, New York",X-Men #54-56 (1969),Archangel,good,"X-Men, Mutantes Sans Fronti�res, Hellfire Club; formerly Secret Defenders, X-Factor/X-Terminators, Horsemen of Apocalypse, Defenders, Death's champions, Champions of Los Angeles","Warren Kenneth Worthington Sr. (grandfather, deceased), Warren Kenneth Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burtram ""Burt"" Worthington (Dazzler, paternal uncle), unnamed cousin",63,13,46,64,28,42,"Adventurer, chairman & principal stockholder of Worthington Industries, former terrorist",-
success,24,Angel,Male,null,183 cm,68 kg,Blue,Blond,Warren Kenneth Worthington III,Archangel,Angel,"Centerport, Long Island, New York",X-Men #54-56 (1969),Archangel,good,"X-Men, Mutantes Sans Fronti�res, Hellfire Club; formerly Secret Defenders, X-Factor/X-Terminators, Horsemen of Apocalypse, Defenders, Death's champions, Champions of Los Angeles","Warren Kenneth Worthington Sr. (grandfather, deceased), Warren Kenneth Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burtram ""Burt"" Worthington (Dazzler, paternal uncle), unnamed cousin",63,13,46,64,28,42,"Adventurer, chairman & principal stockholder of Worthington Industries, former terrorist",-
success,24,Angel,Male,null,183 cm,68 kg,Blue,Blond,Warren Kenneth Worthington III,Archangel,Avenging Angel,"Centerport, Long Island, New York",X-Men #54-56 (1969),Archangel,good,"X-Men, Mutantes Sans Fronti�res, Hellfire Club; formerly Secret Defenders, X-Factor/X-Terminators, Horsemen of Apocalypse, Defenders, Death's champions, Champions of Los Angeles","Warren Kenneth Worthington Sr. (grandfather, deceased), Warren Kenneth Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burtram ""Burt"" Worthington (Dazzler, paternal uncle), unnamed cousin",63,13,46,64,28,42,"Adventurer, chairman & principal stockholder of Worthington Industries, former terrorist",-
success,24,Angel,Male,null,183 cm,68 kg,Blue,Blond,Warren Kenneth Worthington III,Archangel,Archangel,"Centerport, Long Island, New York",X-Men #54-56 (1969),Archangel,good,"X-Men, Mutantes Sans Fronti�res, Hellfire Club; formerly Secret Defenders, X-Factor/X-Terminators, Horsemen of Apocalypse, Defenders, Death's champions, Champions of Los Angeles","Warren Kenneth Worthington Sr. (grandfather, deceased), Warren Kenneth Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burtram ""Burt"" Worthington (Dazzler, paternal uncle), unnamed cousin",63,13,46,64,28,42,"Adventurer, chairman & principal stockholder of Worthington Industries, former terrorist",-
success,25,Angel Dust,Female,Mutant,5'5,126 lb,Yellow,Black,Christina,No alter egos found.,Angel,-,Morlocks #1,Marvel Comics,good,-,-,38,55,23,42,17,30,-,"Chicago, Illinois"
success,25,Angel Dust,Female,Mutant,5'5,126 lb,Yellow,Black,Christina,No alter egos found.,Dusty,-,Morlocks #1,Marvel Comics,good,-,-,38,55,23,42,17,30,-,"Chicago, Illinois"
success,25,Angel Dust,Female,Mutant,165 cm,57 kg,Yellow,Black,Christina,No alter egos found.,Angel,-,Morlocks #1,Marvel Comics,good,-,-,38,55,23,42,17,30,-,"Chicago, Illinois"
success,25,Angel Dust,Female,Mutant,165 cm,57 kg,Yellow,Black,Christina,No alter egos found.,Dusty,-,Morlocks #1,Marvel Comics,good,-,-,38,55,23,42,17,30,-,"Chicago, Illinois"
success,26,Angel Salvadore,Female,null,5'4,121 lb,Brown,Black,Angel Salvadore Bohusk,Tempest,Tempest,-,"New X-Men #118 (November, 2001)",Tempest,good,Formerly New Warriors; Special Class,Tito Bohusk (son); Axel Bohusk (son); Kara Bohusk (daughter); three other unidentified children;,38,10,28,28,56,60,-,-
success,26,Angel Salvadore,Female,null,163 cm,54 kg,Brown,Black,Angel Salvadore Bohusk,Tempest,Tempest,-,"New X-Men #118 (November, 2001)",Tempest,good,Formerly New Warriors; Special Class,Tito Bohusk (son); Axel Bohusk (son); Kara Bohusk (daughter); three other unidentified children;,38,10,28,28,56,60,-,-
success,27,Angela,Female,null,-,- lb,-,-,,No alter egos found.,-,-,-,Image Comics,bad,-,-,null,97,null,null,null,null,-,-
success,27,Angela,Female,null,0 cm,0 kg,-,-,,No alter egos found.,-,-,-,Image Comics,bad,-,-,null,97,null,null,null,null,-,-
success,28,Animal Man,Male,Human,6'0,185 lb,Blue,Blond,Bernhard Baker,No alter egos found.,The Human Zoo; A-Man; The Man with Animal Powers,-,"Strange Adventures #180 (September, 1965)",DC Comics,good,"Formerly Animal Masters, Forgotten Heroes, Justice League of America, Justice League Europe","Ellen Frazier (wife), Cliff Baker (son), Maxine Baker (daughter), unnamed second daughter, Frank Baker, Jr. (father), Phyllis Baker (mother), unnamed sister, Frank, Sr (grandfather), Teddy (great grandfather), Sherman (great-great grandfather), Jack (great-great-great grandfather), Mary Frazier (mother-in-law), Dudley (uncle-in-law), Annie Cassidy (mother of second daughter), Lucy Cassidy (half-sister of second daughter)",56,48,47,85,73,80,-,"San Diego, California"
success,28,Animal Man,Male,Human,183 cm,83 kg,Blue,Blond,Bernhard Baker,No alter egos found.,The Human Zoo; A-Man; The Man with Animal Powers,-,"Strange Adventures #180 (September, 1965)",DC Comics,good,"Formerly Animal Masters, Forgotten Heroes, Justice League of America, Justice League Europe","Ellen Frazier (wife), Cliff Baker (son), Maxine Baker (daughter), unnamed second daughter, Frank Baker, Jr. (father), Phyllis Baker (mother), unnamed sister, Frank, Sr (grandfather), Teddy (great grandfather), Sherman (great-great grandfather), Jack (great-great-great grandfather), Mary Frazier (mother-in-law), Dudley (uncle-in-law), Annie Cassidy (mother of second daughter), Lucy Cassidy (half-sister of second daughter)",56,48,47,85,73,80,-,"San Diego, California"
success,29,Annihilus,Male,null,5'11,200 lb,Green,No Hair,Annihilus,No alter egos found.,The Living Death That Walks,"Planet of Arthros, Sector 17A, Negative Zone",Fantastic Four Annual #6 (1968),Marvel Comics,bad,Sometime ally of Blastaar,Annihilus is a series of clonal scions,75,80,47,56,59,64,"Conqueror, scavenger",-
success,29,Annihilus,Male,null,5'11,200 lb,Green,No Hair,Annihilus,No alter egos found.,Lord of the Negative Zone,"Planet of Arthros, Sector 17A, Negative Zone",Fantastic Four Annual #6 (1968),Marvel Comics,bad,Sometime ally of Blastaar,Annihilus is a series of clonal scions,75,80,47,56,59,64,"Conqueror, scavenger",-
success,29,Annihilus,Male,null,180 cm,90 kg,Green,No Hair,Annihilus,No alter egos found.,The Living Death That Walks,"Planet of Arthros, Sector 17A, Negative Zone",Fantastic Four Annual #6 (1968),Marvel Comics,bad,Sometime ally of Blastaar,Annihilus is a series of clonal scions,75,80,47,56,59,64,"Conqueror, scavenger",-
success,29,Annihilus,Male,null,180 cm,90 kg,Green,No Hair,Annihilus,No alter egos found.,Lord of the Negative Zone,"Planet of Arthros, Sector 17A, Negative Zone",Fantastic Four Annual #6 (1968),Marvel Comics,bad,Sometime ally of Blastaar,Annihilus is a series of clonal scions,75,80,47,56,59,64,"Conqueror, scavenger",-
success,30,Ant-Man,Male,Human,6'11,270 lb,Blue,Blond,Hank Pym,"Giant-Man, Goliath, Wasp II, Yellowjacket",Hank Pym,"Elmsford, New York","Tales to Astonish #27 (January, 1962) (as Hank Pym)  Tales to Astonish #35 (September, 1962) (as Ant-Man)",Giant-Man,good,"Avengers Academy, Secret Avengers; formerly Mighty Avengers, Avengers (founding member), Defenders, Future Iron Man's Team",-,100,18,23,28,32,32,"Adventurer, Biochemist, former manager of Avengers Compound","Avengers Compound, Los Angeles; formerly Infinite Avengers Mansion; Captive aboard a Skrull ship; Avengers Mansion, New York City, New York"
success,30,Ant-Man,Male,Human,6'11,270 lb,Blue,Blond,Hank Pym,"Giant-Man, Goliath, Wasp II, Yellowjacket",Doctor Pym,"Elmsford, New York","Tales to Astonish #27 (January, 1962) (as Hank Pym)  Tales to Astonish #35 (September, 1962) (as Ant-Man)",Giant-Man,good,"Avengers Academy, Secret Avengers; formerly Mighty Avengers, Avengers (founding member), Defenders, Future Iron Man's Team",-,100,18,23,28,32,32,"Adventurer, Biochemist, former manager of Avengers Compound","Avengers Compound, Los Angeles; formerly Infinite Avengers Mansion; Captive aboard a Skrull ship; Avengers Mansion, New York City, New York"
success,30,Ant-Man,Male,Human,6'11,270 lb,Blue,Blond,Hank Pym,"Giant-Man, Goliath, Wasp II, Yellowjacket",Ant-Man,"Elmsford, New York","Tales to Astonish #27 (January, 1962) (as Hank Pym)  Tales to Astonish #35 (September, 1962) (as Ant-Man)",Giant-Man,good,"Avengers Academy, Secret Avengers; formerly Mighty Avengers, Avengers (founding member), Defenders, Future Iron Man's Team",-,100,18,23,28,32,32,"Adventurer, Biochemist, former manager of Avengers Compound","Avengers Compound, Los Angeles; formerly Infinite Avengers Mansion; Captive aboard a Skrull ship; Avengers Mansion, New York City, New York"
